timestamp,unique_device_id,device_short_id,pc_name,collection_mode,sample_index,true_label,prediction,correct,model_type,framework,pennylane_version,quantum_device,circuit_type,n_qubits,n_layers,parameter_count,circuit_depth_estimate,encoding_gates,trainable_gates,entangling_gates,entangling_type,total_gates,raw_score,confidence_score,score_margin,entropy,execution_time_sec,cpu_energy_kwh,gpu_energy_kwh,ram_energy_kwh,total_energy_kwh,total_emissions_kg,carbon_intensity_kgco2_kwh,codecarbon_version,input_tokens,output_tokens,total_tokens,tokens_per_second,joules_per_token,energy_per_token_kwh,watts_estimated,cpu_model,cpu_core_count,cpu_thread_count,cpu_usage_pct,cpu_clock_mhz,cpu_cores_used,ram_usage_pct,memory_footprint_mb,system_ram_total_gb,os_full_name,os_name,os_architecture,python_version,model_accuracy,model_precision_weighted,model_recall_weighted,model_f1_weighted,model_precision_macro,model_recall_macro,model_macro_f1
2026-07-06 13:36:24,107b9d48c42964b8ea8c3a80f5afbd3dfe9dace06a09925ac166e7bbd7141225,107b9d48,CS-541866.AD.SIU.EDU,quantum_circuit_qubit_sweep_codecarbon,0,-1,1,False,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,0.14839623,0.537031,0.148396,0.690402,0.00299132,1.1560288591895694e-05,1.559001247120051e-05,1.9733005755632704e-05,4.688330681872891e-05,1.7253415774922875e-05,0.36800765,3.2.8,1,1,2,668.6012,84.38995227,2.3441653e-05,56423.21967947,Intel(R) Xeon(R) Gold 6338 CPU @ 2.00GHz,64,128,0.6,3123.9,73,2.1,244.0508,502.82,Rocky Linux 9.8 (Blue Onyx) x86_64,Linux,x86_64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
2026-07-06 13:36:28,107b9d48c42964b8ea8c3a80f5afbd3dfe9dace06a09925ac166e7bbd7141225,107b9d48,CS-541866.AD.SIU.EDU,quantum_circuit_qubit_sweep_codecarbon,1,1,1,True,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,0.11479166,0.528666,0.114792,0.691503,0.00201701,1.1548061047603067e-05,1.7101958126097827e-05,1.971313946333895e-05,4.836315863703985e-05,1.779801257150367e-05,0.36800765,3.2.8,1,1,2,991.5667,87.05368555,2.4181579e-05,86319.53773459,Intel(R) Xeon(R) Gold 6338 CPU @ 2.00GHz,64,128,0.5,3164.46,1,2.1,244.2148,502.82,Rocky Linux 9.8 (Blue Onyx) x86_64,Linux,x86_64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
2026-07-06 13:36:33,107b9d48c42964b8ea8c3a80f5afbd3dfe9dace06a09925ac166e7bbd7141225,107b9d48,CS-541866.AD.SIU.EDU,quantum_circuit_qubit_sweep_codecarbon,2,1,1,True,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,0.33488551,0.582948,0.334886,0.679323,0.002052334,1.1545982450172434e-05,1.559084580549097e-05,1.9709626650567067e-05,4.684645490623048e-05,1.7239853989042563e-05,0.36800765,3.2.8,1,1,2,974.5002,84.32361883,2.3423227e-05,82173.3869582,Intel(R) Xeon(R) Gold 6338 CPU @ 2.00GHz,64,128,0.9,3101.55,1,2.1,244.2734,502.82,Rocky Linux 9.8 (Blue Onyx) x86_64,Linux,x86_64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
2026-07-06 13:36:38,107b9d48c42964b8ea8c3a80f5afbd3dfe9dace06a09925ac166e7bbd7141225,107b9d48,CS-541866.AD.SIU.EDU,quantum_circuit_qubit_sweep_codecarbon,3,1,1,True,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,0.15948715,0.539787,0.159487,0.689978,0.001985842,1.1544952518856412e-05,1.5565568007858133e-05,1.9707949372241275e-05,4.681846989895582e-05,1.7229555292155828e-05,0.36800765,3.2.8,1,1,2,1007.1295,84.27324582,2.3409235e-05,84874.06880801,Intel(R) Xeon(R) Gold 6338 CPU @ 2.00GHz,64,128,0.8,3141.84,1,2.1,244.2891,502.82,Rocky Linux 9.8 (Blue Onyx) x86_64,Linux,x86_64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
2026-07-06 13:36:42,107b9d48c42964b8ea8c3a80f5afbd3dfe9dace06a09925ac166e7bbd7141225,107b9d48,CS-541866.AD.SIU.EDU,quantum_circuit_qubit_sweep_codecarbon,4,-1,1,False,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,0.05078852,0.512694,0.050789,0.692825,0.001936843,1.1543613219740412e-05,1.7145847048816165e-05,1.9705573164942003e-05,4.839503343349858e-05,1.7809742740584316e-05,0.36800765,3.2.8,1,1,2,1032.6082,87.11106018,2.4197517e-05,89951.5949727,Intel(R) Xeon(R) Gold 6338 CPU @ 2.00GHz,64,128,0.9,3139.07,1,2.1,244.3086,502.82,Rocky Linux 9.8 (Blue Onyx) x86_64,Linux,x86_64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
2026-07-06 13:36:47,107b9d48c42964b8ea8c3a80f5afbd3dfe9dace06a09925ac166e7bbd7141225,107b9d48,CS-541866.AD.SIU.EDU,quantum_circuit_qubit_sweep_codecarbon,5,1,1,True,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,0.33751437,0.583587,0.337514,0.679108,0.001899253,1.154446743136052e-05,1.557140134700319e-05,1.970704320216707e-05,4.682291198053078e-05,1.7231190012177076e-05,0.36800765,3.2.8,1,1,2,1053.0456,84.28124156,2.3411456e-05,88751.99016719,Intel(R) Xeon(R) Gold 6338 CPU @ 2.00GHz,64,128,1.0,3141.99,1,2.1,244.332,502.82,Rocky Linux 9.8 (Blue Onyx) x86_64,Linux,x86_64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
2026-07-06 13:36:52,107b9d48c42964b8ea8c3a80f5afbd3dfe9dace06a09925ac166e7bbd7141225,107b9d48,CS-541866.AD.SIU.EDU,quantum_circuit_qubit_sweep_codecarbon,6,1,1,True,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,0.11761147,0.529369,0.117611,0.691421,0.001874988,1.1559991740036318e-05,1.558167913362496e-05,1.9733734513607084e-05,4.6875405387268365e-05,1.7250507987664333e-05,0.36800765,3.2.8,1,1,2,1066.6735,84.3757297,2.3437703e-05,90001.35592126,Intel(R) Xeon(R) Gold 6338 CPU @ 2.00GHz,64,128,0.5,3157.81,1,2.1,244.3633,502.82,Rocky Linux 9.8 (Blue Onyx) x86_64,Linux,x86_64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
2026-07-06 13:36:56,107b9d48c42964b8ea8c3a80f5afbd3dfe9dace06a09925ac166e7bbd7141225,107b9d48,CS-541866.AD.SIU.EDU,quantum_circuit_qubit_sweep_codecarbon,7,1,1,True,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,0.17806734,0.5444,0.178067,0.689199,0.00187718,1.1541935453925464e-05,1.5567234677327235e-05,1.9702847304708687e-05,4.6812017435961385e-05,1.7227180736383863e-05,0.36800765,3.2.8,1,1,2,1065.4279,84.26163138,2.3406009e-05,89774.69497134,Intel(R) Xeon(R) Gold 6338 CPU @ 2.00GHz,64,128,1.1,3160.43,1,2.1,244.3828,502.82,Rocky Linux 9.8 (Blue Onyx) x86_64,Linux,x86_64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
2026-07-06 13:37:01,107b9d48c42964b8ea8c3a80f5afbd3dfe9dace06a09925ac166e7bbd7141225,107b9d48,CS-541866.AD.SIU.EDU,quantum_circuit_qubit_sweep_codecarbon,8,1,-1,False,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,-0.03588775,0.508971,0.035888,0.692986,0.001878499,1.155496130176794e-05,1.5594456919565403e-05,1.9725088833203904e-05,4.6874507054537245e-05,1.7250177394343043e-05,0.36800765,3.2.8,1,1,2,1064.6798,84.3741127,2.3437254e-05,89831.41637368,Intel(R) Xeon(R) Gold 6338 CPU @ 2.00GHz,64,128,0.9,3141.66,1,2.1,244.4102,502.82,Rocky Linux 9.8 (Blue Onyx) x86_64,Linux,x86_64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
2026-07-06 13:37:06,107b9d48c42964b8ea8c3a80f5afbd3dfe9dace06a09925ac166e7bbd7141225,107b9d48,CS-541866.AD.SIU.EDU,quantum_circuit_qubit_sweep_codecarbon,9,-1,-1,True,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,-0.22300645,0.555522,0.223006,0.686969,0.002139189,1.1549804254286252e-05,1.559029024900127e-05,1.971583356935298e-05,4.6855928072640505e-05,1.7243340186793273e-05,0.36800765,3.2.8,1,1,2,934.9338,84.34067053,2.3427964e-05,78852.94000997,Intel(R) Xeon(R) Gold 6338 CPU @ 2.00GHz,64,128,1.0,3141.82,2,2.1,244.4336,502.82,Rocky Linux 9.8 (Blue Onyx) x86_64,Linux,x86_64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
