timestamp,unique_device_id,device_short_id,pc_name,collection_mode,sample_index,true_label,prediction,correct,model_type,framework,pennylane_version,quantum_device,circuit_type,n_qubits,n_layers,parameter_count,circuit_depth_estimate,encoding_gates,trainable_gates,entangling_gates,entangling_type,total_gates,raw_score,confidence_score,score_margin,entropy,execution_time_sec,cpu_energy_kwh,gpu_energy_kwh,ram_energy_kwh,total_energy_kwh,total_emissions_kg,carbon_intensity_kgco2_kwh,codecarbon_version,input_tokens,output_tokens,total_tokens,tokens_per_second,joules_per_token,energy_per_token_kwh,watts_estimated,cpu_model,cpu_core_count,cpu_thread_count,cpu_usage_pct,cpu_clock_mhz,cpu_cores_used,ram_usage_pct,memory_footprint_mb,system_ram_total_gb,os_full_name,os_name,os_architecture,python_version,model_accuracy,model_precision_weighted,model_recall_weighted,model_f1_weighted,model_precision_macro,model_recall_macro,model_macro_f1
2026-07-05 21:21:07,9f56743a9725b15f77edc373bff72f5d9a1e7820eff00ab22f83e6c7b2d0b9c3,9f56743a,CS-541172,quantum_circuit_qubit_sweep_codecarbon,0,-1,1,False,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,0.14839623,0.537031,0.148396,0.690402,0.0020626001,3.5275246996171093e-06,2.6763910301319527e-06,5.620244999105732e-06,1.1824160728854794e-05,4.351381655590689e-06,0.36800765,3.2.8,1,1,2,969.6499,21.28348931,5.91208e-06,20637.53342203,Intel(R) Core(TM) i7-10700K CPU @ 3.80GHz,8,16,0.0,3792.0,16,53.8,296.4531,63.8,Windows 10 10.0.26100 AMD64,Windows,AMD64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
2026-07-05 21:21:10,9f56743a9725b15f77edc373bff72f5d9a1e7820eff00ab22f83e6c7b2d0b9c3,9f56743a,CS-541172,quantum_circuit_qubit_sweep_codecarbon,1,1,1,True,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,0.11479166,0.528666,0.114792,0.691503,0.0020616001,3.5551771674030163e-06,2.7258355137504964e-06,5.669230555132445e-06,1.1950243236285958e-05,4.397780983416808e-06,0.36800765,3.2.8,1,1,2,970.1202,21.51043783,5.975122e-06,20867.711291,Intel(R) Core(TM) i7-10700K CPU @ 3.80GHz,8,16,18.5,3792.0,16,53.7,296.4531,63.8,Windows 10 10.0.26100 AMD64,Windows,AMD64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
2026-07-05 21:21:14,9f56743a9725b15f77edc373bff72f5d9a1e7820eff00ab22f83e6c7b2d0b9c3,9f56743a,CS-541172,quantum_circuit_qubit_sweep_codecarbon,2,1,1,True,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,0.33488551,0.582948,0.334886,0.679323,0.0020583,3.5318442642585783e-06,2.2833351600581864e-06,5.620494444802817e-06,1.143567386911958e-05,4.208415517557351e-06,0.36800765,3.2.8,1,1,2,971.6757,20.58421296,5.717837e-06,20001.17902736,Intel(R) Core(TM) i7-10700K CPU @ 3.80GHz,8,16,31.2,3792.0,16,53.6,296.4531,63.8,Windows 10 10.0.26100 AMD64,Windows,AMD64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
2026-07-05 21:21:17,9f56743a9725b15f77edc373bff72f5d9a1e7820eff00ab22f83e6c7b2d0b9c3,9f56743a,CS-541172,quantum_circuit_qubit_sweep_codecarbon,3,1,1,True,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,0.15948715,0.539787,0.159487,0.689978,0.0020784999,3.666937035350152e-06,2.368335228375429e-06,5.649352222422345e-06,1.1684624486147928e-05,4.300031250202254e-06,0.36800765,3.2.8,1,1,2,962.2324,21.03232408,5.842312e-06,20237.98442276,Intel(R) Core(TM) i7-10700K CPU @ 3.80GHz,8,16,12.5,3792.0,16,53.7,296.4531,63.8,Windows 10 10.0.26100 AMD64,Windows,AMD64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
2026-07-05 21:21:20,9f56743a9725b15f77edc373bff72f5d9a1e7820eff00ab22f83e6c7b2d0b9c3,9f56743a,CS-541172,quantum_circuit_qubit_sweep_codecarbon,4,-1,1,False,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,0.05078852,0.512694,0.050789,0.692825,0.0021885999,3.571843226536026e-06,2.4950019961167413e-06,5.616951666565405e-06,1.1683796889218172e-05,4.29972668819731e-06,0.36800765,3.2.8,1,1,2,913.8262,21.0308344,5.841898e-06,19218.52814519,Intel(R) Core(TM) i7-10700K CPU @ 3.80GHz,8,16,56.2,3792.0,16,53.9,296.4531,63.8,Windows 10 10.0.26100 AMD64,Windows,AMD64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
2026-07-05 21:21:24,9f56743a9725b15f77edc373bff72f5d9a1e7820eff00ab22f83e6c7b2d0b9c3,9f56743a,CS-541172,quantum_circuit_qubit_sweep_codecarbon,5,1,1,True,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,0.33751437,0.583587,0.337514,0.679108,0.0033584998,8.033071282774916e-06,2.7591688742667486e-06,5.617105554685824e-06,1.640934571172749e-05,6.038764826327963e-06,0.36800765,3.2.8,1,1,2,595.504,29.53682228,8.204673e-06,17589.29500668,Intel(R) Core(TM) i7-10700K CPU @ 3.80GHz,8,16,37.5,3792.0,16,53.8,296.4531,63.8,Windows 10 10.0.26100 AMD64,Windows,AMD64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
2026-07-05 21:21:27,9f56743a9725b15f77edc373bff72f5d9a1e7820eff00ab22f83e6c7b2d0b9c3,9f56743a,CS-541172,quantum_circuit_qubit_sweep_codecarbon,6,1,1,True,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,0.11761147,0.529369,0.117611,0.691421,0.0031097999,3.803622931516352e-06,2.415001932210004e-06,5.751029999616246e-06,1.19696548633426e-05,4.404924610758858e-06,0.36800765,3.2.8,1,1,2,643.1282,21.54537875,5.984827e-06,13856.44043557,Intel(R) Core(TM) i7-10700K CPU @ 3.80GHz,8,16,12.5,3792.0,16,50.2,296.4531,63.8,Windows 10 10.0.26100 AMD64,Windows,AMD64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
2026-07-05 21:21:30,9f56743a9725b15f77edc373bff72f5d9a1e7820eff00ab22f83e6c7b2d0b9c3,9f56743a,CS-541172,quantum_circuit_qubit_sweep_codecarbon,7,1,1,True,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,0.17806734,0.5444,0.178067,0.689199,0.0020568999,3.623369141331663e-06,2.3147240741927533e-06,5.688479444425966e-06,1.1626572659950384e-05,4.278667733807125e-06,0.36800765,3.2.8,1,1,2,972.337,20.92783079,5.813286e-06,20348.90498855,Intel(R) Core(TM) i7-10700K CPU @ 3.80GHz,8,16,25.0,3792.0,16,49.7,296.457,63.8,Windows 10 10.0.26100 AMD64,Windows,AMD64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
2026-07-05 21:21:34,9f56743a9725b15f77edc373bff72f5d9a1e7820eff00ab22f83e6c7b2d0b9c3,9f56743a,CS-541172,quantum_circuit_qubit_sweep_codecarbon,8,1,-1,False,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,-0.03588775,0.508971,0.035888,0.692986,0.0020943999,1.0254584944769368e-05,2.386668576104256e-06,5.720717776825445e-06,1.836197129769907e-05,6.757345988228042e-06,0.36800765,3.2.8,1,1,2,954.9275,33.05154834,9.180986e-06,31561.83173264,Intel(R) Core(TM) i7-10700K CPU @ 3.80GHz,8,16,68.8,3792.0,16,50.0,296.4609,63.8,Windows 10 10.0.26100 AMD64,Windows,AMD64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
2026-07-05 21:21:37,9f56743a9725b15f77edc373bff72f5d9a1e7820eff00ab22f83e6c7b2d0b9c3,9f56743a,CS-541172,quantum_circuit_qubit_sweep_codecarbon,9,-1,-1,True,RY_RZ_LINEAR_1Q,PennyLane,0.42.3,default.qubit,RY_RZ_LINEAR,1,4,13,6,2,4,0,CNOT_LINEAR,6,-0.22300645,0.555522,0.223006,0.686969,0.0022851001,3.7083185066822966e-06,2.461668635600489e-06,5.688925555700229e-06,1.1858912697983016e-05,4.364170646236864e-06,0.36800765,3.2.8,1,1,2,875.2352,21.34604286,5.929456e-06,18682.80806264,Intel(R) Core(TM) i7-10700K CPU @ 3.80GHz,8,16,14.8,3792.0,16,50.1,296.4609,63.8,Windows 10 10.0.26100 AMD64,Windows,AMD64,3.10.20,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6444444444444444,0.7222222222222223,0.6666666666666666,0.6444444444444444
